year,market,plant_id,capacity,quantity,investment,post_1990,population,market_capacity,market_quantity,n_plants,market_population,competitors_capacity
1992,14,63,1053,936,6,1,23891849,2860,2529,3,23891849,1807
1993,14,61,1048,906,7,1,24283197,2881,2527,3,24283197,1833
1993,14,62,775,686,9,1,24283197,2881,2527,3,24283197,2106
1993,14,63,1058,935,5,1,24283197,2881,2527,3,24283197,1823
1994,14,61,1048,905,-1,1,24680955,2937,2577,3,24680955,1889
1994,14,62,831,741,56,1,24680955,2937,2577,3,24680955,2106
1994,14,63,1058,931,0,1,24680955,2937,2577,3,24680955,1879
1995,14,61,1052,922,4,1,25085229,2919,2566,3,25085229,1867
1995,14,62,825,737,-5,1,25085229,2919,2566,3,25085229,2094
1995,14,63,1042,907,-16,1,25085229,2919,2566,3,25085229,1877
1996,14,61,1049,915,222,1,25496125,2931,2572,3,25496125,1882
1996,14,62,819,715,-6,1,25496125,2931,2572,3,25496125,2112
1996,14,63,1063,942,21,1,25496125,2931,2572,3,25496125,1868
1997,14,61,1051,943,2,1,25913751,2936,2596,3,25913751,1885
1997,14,62,836,720,16,1,25913751,2936,2596,3,25913751,2100
1997,14,63,1049,933,-14,1,25913751,2936,2596,3,25913751,1887
1998,14,61,1056,931,5,1,26338218,2960,2602,3,26338218,1904
1998,14,62,842,750,6,1,26338218,2960,2602,3,26338218,2118
1998,14,63,1062,921,13,1,26338218,2960,2602,3,26338218,1898
1980,15,64,717,625,0,0,10486454,3687,3254,5,10486454,2970
1980,15,65,309,264,0,0,10486454,3687,3254,5,10486454,3378
1980,15,66,791,712,0,0,10486454,3687,3254,5,10486454,2896
1980,15,67,1117,997,0,0,10486454,3687,3254,5,10486454,2570
1980,15,68,753,656,0,0,10486454,3687,3254,5,10486454,2934
1981,15,64,907,799,190,0,10595148,3873,3401,5,10595148,2966
1981,15,65,307,262,-2,0,10595148,3873,3401,5,10595148,3566
1981,15,66,784,694,-8,0,10595148,3873,3401,5,10595148,3089
1981,15,67,1133,1002,16,0,10595148,3873,3401,5,10595148,2740
1981,15,68,742,644,-11,0,10595148,3873,3401,5,10595148,3131
1982,15,64,910,817,3,0,10704969,3970,3467,5,10704969,3060
1982,15,65,303,262,-4,0,10704969,3970,3467,5,10704969,3667
1982,15,66,781,695,-3,0,10704969,3970,3467,5,10704969,3189
1982,15,67,1233,1053,100,0,10704969,3970,3467,5,10704969,2737
1982,15,68,743,640,0,0,10704969,3970,3467,5,10704969,3227
1983,15,64,903,778,-7,0,10815929,4005,3509,5,10815929,3102
1983,15,65,303,264,0,0,10815929,4005,3509,5,10815929,3702
1983,15,66,781,687,0,0,10815929,4005,3509,5,10815929,3224
1983,15,67,1256,1102,23,0,10815929,4005,3509,5,10815929,2749
1983,15,68,762,678,19,0,10815929,4005,3509,5,10815929,3243
1984,15,64,891,793,-12,0,10928039,3938,3460,5,10928039,3047
1984,15,65,302,259,0,0,10928039,3938,3460,5,10928039,3636
1984,15,66,776,660,-5,0,10928039,3938,3460,5,10928039,3162
1984,15,67,1200,1062,-56,0,10928039,3938,3460,5,10928039,2738
1984,15,68,769,686,7,0,10928039,3938,3460,5,10928039,3169
1985,15,64,896,786,4,0,11041310,3955,3474,5,11041310,3059
1985,15,65,306,268,4,0,11041310,3955,3474,5,11041310,3649
1985,15,66,779,673,3,0,11041310,3955,3474,5,11041310,3176
1985,15,67,1208,1060,9,0,11041310,3955,3474,5,11041310,2747
1985,15,68,766,687,-3,0,11041310,3955,3474,5,11041310,3189
1986,15,64,882,782,-13,0,11155756,3924,3456,5,11155756,3042
1986,15,65,308,270,2,0,11155756,3924,3456,5,11155756,3616
1986,15,66,778,681,-1,0,11155756,3924,3456,5,11155756,3146
1986,15,67,1206,1064,-2,0,11155756,3924,3456,5,11155756,2718
1986,15,68,750,659,-17,0,11155756,3924,3456,5,11155756,3174
1987,15,64,879,752,-3,0,11271388,3930,3407,5,11271388,3051
1987,15,65,304,261,-4,0,11271388,3930,3407,5,11271388,3626
1987,15,66,774,660,-4,0,11271388,3930,3407,5,11271388,3156
1987,15,67,1217,1074,11,0,11271388,3930,3407,5,11271388,2713
1987,15,68,756,660,6,0,11271388,3930,3407,5,11271388,3174
1988,15,64,947,827,69,0,11388219,3978,3464,5,11388219,3031
1988,15,65,303,271,-2,0,11388219,3978,3464,5,11388219,3675
1988,15,66,779,666,5,0,11388219,3978,3464,5,11388219,3199
1988,15,67,1200,1044,-17,0,11388219,3978,3464,5,11388219,2778
1988,15,68,749,656,-7,0,11388219,3978,3464,5,11388219,3229
1989,15,64,901,789,-46,0,11506260,3946,3482,5,11506260,3045
1989,15,65,304,266,1,0,11506260,3946,3482,5,11506260,3642
1989,15,66,777,675,-2,0,11506260,3946,3482,5,11506260,3169
1989,15,67,1204,1075,4,0,11506260,3946,3482,5,11506260,2742
1989,15,68,760,677,11,0,11506260,3946,3482,5,11506260,3186
1990,15,64,896,794,-6,1,11625525,3967,3480,5,11625525,3071
1990,15,65,309,264,5,1,11625525,3967,3480,5,11625525,3658
1990,15,66,789,683,12,1,11625525,3967,3480,5,11625525,3178
1990,15,67,1227,1077,23,1,11625525,3967,3480,5,11625525,2740
1990,15,68,746,662,-14,1,11625525,3967,3480,5,11625525,3221
1991,15,64,891,764,-5,1,11746027,3964,3474,5,11746027,3073
1991,15,65,312,276,3,1,11746027,3964,3474,5,11746027,3652
1991,15,66,796,694,7,1,11746027,3964,3474,5,11746027,3168
1991,15,67,1225,1083,-2,1,11746027,3964,3474,5,11746027,2739
1991,15,68,740,657,-5,1,11746027,3964,3474,5,11746027,3224
1992,15,64,897,794,7,1,11867777,3810,3360,5,11867777,2913
1992,15,65,313,269,1,1,11867777,3810,3360,5,11867777,3497
1992,15,66,638,555,-157,1,11867777,3810,3360,5,11867777,3172
1992,15,67,1222,1089,-3,1,11867777,3810,3360,5,11867777,2588
1992,15,68,740,653,0,1,11867777,3810,3360,5,11867777,3070
1993,15,64,908,813,11,1,11990789,3822,3365,5,11990789,2914
1993,15,65,313,271,-1,1,11990789,3822,3365,5,11990789,3509
1993,15,66,641,559,2,1,11990789,3822,3365,5,11990789,3181
1993,15,67,1220,1086,-2,1,11990789,3822,3365,5,11990789,2602
1993,15,68,740,636,-1,1,11990789,3822,3365,5,11990789,3082
1994,15,64,996,866,88,1,12115077,3947,3448,5,12115077,2951
1994,15,65,313,277,0,1,12115077,3947,3448,5,12115077,3634
1994,15,66,636,549,-4,1,12115077,3947,3448,5,12115077,3311
1994,15,67,1252,1094,32,1,12115077,3947,3448,5,12115077,2695
1994,15,68,750,662,10,1,12115077,3947,3448,5,12115077,3197
1995,15,64,989,884,-7,1,12240652,3946,3471,5,12240652,2957
1995,15,65,317,277,4,1,12240652,3946,3471,5,12240652,3629
1995,15,66,633,555,-3,1,12240652,3946,3471,5,12240652,3313
1995,15,67,1258,1084,6,1,12240652,3946,3471,5,12240652,2688
1995,15,68,749,671,-1,1,12240652,3946,3471,5,12240652,3197
1996,15,64,999,873,10,1,12367529,3954,3477,5,12367529,2955
1996,15,65,319,282,2,1,12367529,3954,3477,5,12367529,3635
1996,15,66,634,542,1,1,12367529,3954,3477,5,12367529,3320
1996,15,67,1251,1119,-7,1,12367529,3954,3477,5,12367529,2703
1996,15,68,751,661,2,1,12367529,3954,3477,5,12367529,3203
1997,15,64,1004,871,5,1,12495722,3925,3418,5,12495722,2921
1997,15,65,314,280,-5,1,12495722,3925,3418,5,12495722,3611
1997,15,66,634,547,0,1,12495722,3925,3418,5,12495722,3291
1997,15,67,1224,1075,-27,1,12495722,3925,3418,5,12495722,2701
1997,15,68,749,645,-2,1,12495722,3925,3418,5,12495722,3176
1998,15,64,1014,882,10,1,12625243,3954,3460,5,12625243,2940
1998,15,65,320,286,6,1,12625243,3954,3460,5,12625243,3634
1998,15,66,635,570,1,1,12625243,3954,3460,5,12625243,3319
1998,15,67,1232,1051,9,1,12625243,3954,3460,5,12625243,2722
1998,15,68,753,671,4,1,12625243,3954,3460,5,12625243,3201
1980,16,69,726,639,0,0,10972055,4395,3840,6,10972055,3669
1980,16,70,669,580,0,0,10972055,4395,3840,6,10972055,3726
1980,16,71,918,804,0,0,10972055,4395,3840,6,10972055,3477
1980,16,72,750,645,0,0,10972055,4395,3840,6,10972055,3645
1980,16,73,504,435,0,0,10972055,4395,3840,6,10972055,3891
1980,16,74,828,737,0,0,10972055,4395,3840,6,10972055,3567
1981,16,69,826,722,100,0,11051620,4608,3999,6,11051620,3782
1981,16,70,672,584,3,0,11051620,4608,3999,6,11051620,3936
1981,16,71,907,774,-10,0,11051620,4608,3999,6,11051620,3701
1981,16,72,861,739,110,0,11051620,4608,3999,6,11051620,3747
1981,16,73,505,446,2,0,11051620,4608,3999,6,11051620,4103
1981,16,74,837,734,9,0,11051620,4608,3999,6,11051620,3771
1982,16,69,820,723,-6,0,11131761,4600,4052,6,11131761,3780
1982,16,70,672,593,-1,0,11131761,4600,4052,6,11131761,3928
1982,16,71,912,812,5,0,11131761,4600,4052,6,11131761,3688
1982,16,72,854,743,-7,0,11131761,4600,4052,6,11131761,3746
1982,16,73,500,444,-5,0,11131761,4600,4052,6,11131761,4100
1982,16,74,842,737,5,0,11131761,4600,4052,6,11131761,3758
1983,16,69,823,724,3,0,11212484,4608,4042,6,11212484,3785
1983,16,70,669,578,-3,0,11212484,4608,4042,6,11212484,3939
1983,16,71,911,804,-1,0,11212484,4608,4042,6,11212484,3697
1983,16,72,850,752,-4,0,11212484,4608,4042,6,11212484,3758
1983,16,73,507,433,7,0,11212484,4608,4042,6,11212484,4101
1983,16,74,848,751,6,0,11212484,4608,4042,6,11212484,3760
1984,16,69,821,714,-2,0,11293792,4628,4055,6,11293792,3807
1984,16,70,668,593,0,0,11293792,4628,4055,6,11293792,3960
1984,16,71,918,811,7,0,11293792,4628,4055,6,11293792,3710
1984,16,72,849,741,-1,0,11293792,4628,4055,6,11293792,3779
1984,16,73,517,463,9,0,11293792,4628,4055,6,11293792,4111
1984,16,74,855,733,7,0,11293792,4628,4055,6,11293792,3773
1985,16,69,804,712,-17,0,11375690,4597,4011,6,11375690,3793
1985,16,70,669,579,456,0,11375690,4597,4011,6,11375690,3928
1985,16,71,916,785,-1,0,11375690,4597,4011,6,11375690,3681
1985,16,72,849,760,0,0,11375690,4597,4011,6,11375690,3748
1985,16,73,512,445,-5,0,11375690,4597,4011,6,11375690,4085
1985,16,74,847,730,-8,0,11375690,4597,4011,6,11375690,3750
1986,16,69,828,720,24,0,11458181,4593,4038,6,11458181,3765
1986,16,70,668,600,-1,0,11458181,4593,4038,6,11458181,3925
1986,16,71,918,822,2,0,11458181,4593,4038,6,11458181,3675
1986,16,72,834,746,-15,0,11458181,4593,4038,6,11458181,3759
1986,16,73,510,439,463,0,11458181,4593,4038,6,11458181,4083
1986,16,74,835,711,-12,0,11458181,4593,4038,6,11458181,3758
1987,16,69,827,727,-1,0,11541271,4587,4052,6,11541271,3760
1987,16,70,668,600,1,0,11541271,4587,4052,6,11541271,3919
1987,16,71,932,836,14,0,11541271,4587,4052,6,11541271,3655
1987,16,72,828,726,-7,0,11541271,4587,4052,6,11541271,3759
1987,16,73,507,444,-2,0,11541271,4587,4052,6,11541271,4080
1987,16,74,825,719,-10,0,11541271,4587,4052,6,11541271,3762
1988,16,69,816,718,-10,0,11624963,4578,4030,6,11624963,3762
1988,16,70,661,569,-7,0,11624963,4578,4030,6,11624963,3917
1988,16,71,942,841,10,0,11624963,4578,4030,6,11624963,3636
1988,16,72,828,732,0,0,11624963,4578,4030,6,11624963,3750
1988,16,73,508,436,0,0,11624963,4578,4030,6,11624963,4070
1988,16,74,823,734,-1,0,11624963,4578,4030,6,11624963,3755
1989,16,69,814,706,-2,0,11709262,4668,4080,6,11709262,3854
1989,16,70,761,664,100,0,11709262,4668,4080,6,11709262,3907
1989,16,71,936,813,-6,0,11709262,4668,4080,6,11709262,3732
1989,16,72,826,738,-2,0,11709262,4668,4080,6,11709262,3842
1989,16,73,504,445,-4,0,11709262,4668,4080,6,11709262,4164
1989,16,74,827,714,4,0,11709262,4668,4080,6,11709262,3841
1990,16,69,818,725,4,1,11794173,4675,4109,6,11794173,3857
1990,16,70,776,666,15,1,11794173,4675,4109,6,11794173,3899
1990,16,71,949,846,13,1,11794173,4675,4109,6,11794173,3726
1990,16,72,816,728,-10,1,11794173,4675,4109,6,11794173,3859
1990,16,73,495,444,-9,1,11794173,4675,4109,6,11794173,4180
1990,16,74,821,700,-7,1,11794173,4675,4109,6,11794173,3854
1991,16,69,824,740,5,1,11879699,4707,4142,6,11879699,3883
1991,16,70,768,656,-7,1,11879699,4707,4142,6,11879699,3939
1991,16,71,961,861,13,1,11879699,4707,4142,6,11879699,3746
1991,16,72,832,725,16,1,11879699,4707,4142,6,11879699,3875
1991,16,73,502,442,7,1,11879699,4707,4142,6,11879699,4205
1991,16,74,820,718,0,1,11879699,4707,4142,6,11879699,3887
1992,16,69,831,733,7,1,11965846,4667,4005,6,11965846,3836
1992,16,70,759,646,-9,1,11965846,4667,4005,6,11965846,3908
1992,16,71,950,809,-12,1,11965846,4667,4005,6,11965846,3717
1992,16,72,820,701,-12,1,11965846,4667,4005,6,11965846,3847
1992,16,73,504,430,2,1,11965846,4667,4005,6,11965846,4163
1992,16,74,803,686,-17,1,11965846,4667,4005,6,11965846,3864
1993,16,69,840,723,9,1,12052617,4682,4095,6,12052617,3842
1993,16,70,762,669,3,1,12052617,4682,4095,6,12052617,3920
1993,16,71,954,847,4,1,12052617,4682,4095,6,12052617,3728
1993,16,72,816,719,-4,1,12052617,4682,4095,6,12052617,3866
1993,16,73,506,446,2,1,12052617,4682,4095,6,12052617,4176
1993,16,74,804,691,1,1,12052617,4682,4095,6,12052617,3878
1994,16,69,846,732,7,1,12140017,4732,4144,6,12140017,3886
1994,16,70,756,660,-7,1,12140017,4732,4144,6,12140017,3976
1994,16,71,951,832,-3,1,12140017,4732,4144,6,12140017,3781
1994,16,72,818,729,1,1,12140017,4732,4144,6,12140017,3914
1994,16,73,518,444,11,1,12140017,4732,4144,6,12140017,4214
1994,16,74,843,747,39,1,12140017,4732,4144,6,12140017,3889
1995,16,69,834,740,-13,1,12228051,4717,4134,6,12228051,3883
1995,16,70,759,650,3,1,12228051,4717,4134,6,12228051,3958
1995,16,71,976,842,25,1,12228051,4717,4134,6,12228051,3741
1995,16,72,811,728,-7,1,12228051,4717,4134,6,12228051,3906
1995,16,73,492,427,-25,1,12228051,4717,4134,6,12228051,4225
1995,16,74,845,747,2,1,12228051,4717,4134,6,12228051,3872
1996,16,69,827,712,-7,1,12316724,4647,4053,6,12316724,3820
1996,16,70,750,644,-9,1,12316724,4647,4053,6,12316724,3897
1996,16,71,969,865,-7,1,12316724,4647,4053,6,12316724,3678
1996,16,72,767,685,-43,1,12316724,4647,4053,6,12316724,3880
1996,16,73,485,422,-7,1,12316724,4647,4053,6,12316724,4162
1996,16,74,849,725,4,1,12316724,4647,4053,6,12316724,3798
1997,16,69,823,707,-4,1,12406039,4581,3996,6,12406039,3758
1997,16,70,752,655,2,1,12406039,4581,3996,6,12406039,3829
1997,16,71,984,849,16,1,12406039,4581,3996,6,12406039,3597
1997,16,72,694,623,770,1,12406039,4581,3996,6,12406039,3887
1997,16,73,487,432,2,1,12406039,4581,3996,6,12406039,4094
1997,16,74,841,730,-8,1,12406039,4581,3996,6,12406039,3740
1998,16,69,829,727,6,1,12496002,4582,4009,6,12496002,3753
1998,16,70,741,666,-10,1,12496002,4582,4009,6,12496002,3841
1998,16,71,975,832,-10,1,12496002,4582,4009,6,12496002,3607
1998,16,72,699,619,5,1,12496002,4582,4009,6,12496002,3883
1998,16,73,491,439,4,1,12496002,4582,4009,6,12496002,4091
1998,16,74,847,726,6,1,12496002,4582,4009,6,12496002,3735
1980,17,75,681,596,0,0,12827146,2415,2128,4,12827146,1734
1980,17,76,494,434,0,0,12827146,2415,2128,4,12827146,1921
1980,17,77,517,454,0,0,12827146,2415,2128,4,12827146,1898
1980,17,78,723,644,0,0,12827146,2415,2128,4,12827146,1692
1981,17,75,684,599,3,0,13027599,2426,2139,4,13027599,1742
1981,17,76,494,438,0,0,13027599,2426,2139,4,13027599,1932
1981,17,77,519,446,2,0,13027599,2426,2139,4,13027599,1907
1981,17,78,729,656,6,0,13027599,2426,2139,4,13027599,1697
1982,17,75,672,581,-12,0,13231184,2403,2088,4,13231184,1731
1982,17,76,490,429,-4,0,13231184,2403,2088,4,13231184,1913
1982,17,77,520,452,1,0,13231184,2403,2088,4,13231184,1883
1982,17,78,721,626,-8,0,13231184,2403,2088,4,13231184,1682
1983,17,75,686,607,14,0,13437950,2423,2145,4,13437950,1737
1983,17,76,491,427,0,0,13437950,2423,2145,4,13437950,1932
1983,17,77,518,462,-3,0,13437950,2423,2145,4,13437950,1905
1983,17,78,728,649,8,0,13437950,2423,2145,4,13437950,1695
1984,17,75,679,596,-7,0,13647948,2416,2119,4,13647948,1737
1984,17,76,494,441,4,0,13647948,2416,2119,4,13647948,1922
1984,17,77,513,460,-5,0,13647948,2416,2119,4,13647948,1903
1984,17,78,730,622,2,0,13647948,2416,2119,4,13647948,1686
1985,17,75,686,613,7,0,13861227,2429,2150,4,13861227,1743
1985,17,76,498,441,4,0,13861227,2429,2150,4,13861227,1931
1985,17,77,514,438,2,0,13861227,2429,2150,4,13861227,1915
1985,17,78,731,658,1,0,13861227,2429,2150,4,13861227,1698
1986,17,75,695,602,9,0,14077839,2448,2158,4,14077839,1753
1986,17,76,498,443,0,0,14077839,2448,2158,4,14077839,1950
1986,17,77,522,468,8,0,14077839,2448,2158,4,14077839,1926
1986,17,78,733,645,2,0,14077839,2448,2158,4,14077839,1715
1987,17,75,702,606,7,0,14297837,2462,2152,4,14297837,1760
1987,17,76,502,431,4,0,14297837,2462,2152,4,14297837,1960
1987,17,77,527,460,5,0,14297837,2462,2152,4,14297837,1935
1987,17,78,731,655,-2,0,14297837,2462,2152,4,14297837,1731
1988,17,75,698,617,-4,0,14521272,2458,2153,4,14521272,1760
1988,17,76,498,437,-4,0,14521272,2458,2153,4,14521272,1960
1988,17,77,530,453,2,0,14521272,2458,2153,4,14521272,1928
1988,17,78,732,646,1,0,14521272,2458,2153,4,14521272,1726
1989,17,75,696,597,-2,0,14748199,2436,2125,4,14748199,1740
1989,17,76,492,420,-6,0,14748199,2436,2125,4,14748199,1944
1989,17,77,526,469,-3,0,14748199,2436,2125,4,14748199,1910
1989,17,78,722,639,-10,0,14748199,2436,2125,4,14748199,1714
1990,17,75,787,704,91,1,14978672,2528,2224,4,14978672,1741
1990,17,76,497,435,5,1,14978672,2528,2224,4,14978672,2031
1990,17,77,526,461,-1,1,14978672,2528,2224,4,14978672,2002
1990,17,78,718,624,-4,1,14978672,2528,2224,4,14978672,1810
1991,17,75,781,664,-6,1,15212747,2518,2199,4,15212747,1737
1991,17,76,496,441,-1,1,15212747,2518,2199,4,15212747,2022
1991,17,77,531,469,5,1,15212747,2518,2199,4,15212747,1987
1991,17,78,710,625,-7,1,15212747,2518,2199,4,15212747,1808
1992,17,75,788,679,6,1,15450480,2559,2249,4,15450480,1771
1992,17,76,489,430,-7,1,15450480,2559,2249,4,15450480,2070
1992,17,77,537,476,5,1,15450480,2559,2249,4,15450480,2022
1992,17,78,745,664,35,1,15450480,2559,2249,4,15450480,1814
1993,17,75,788,707,0,1,15691928,2566,2255,4,15691928,1778
1993,17,76,498,430,9,1,15691928,2566,2255,4,15691928,2068
1993,17,77,534,461,-2,1,15691928,2566,2255,4,15691928,2032
1993,17,78,746,657,1,1,15691928,2566,2255,4,15691928,1820
1994,17,75,789,699,1,1,15937149,2548,2260,4,15937149,1759
1994,17,76,502,449,5,1,15937149,2548,2260,4,15937149,2046
1994,17,77,527,462,-7,1,15937149,2548,2260,4,15937149,2021
1994,17,78,730,650,-16,1,15937149,2548,2260,4,15937149,1818
1995,17,75,787,704,-2,1,16186202,2543,2258,4,16186202,1756
1995,17,76,495,445,-7,1,16186202,2543,2258,4,16186202,2048
1995,17,77,531,465,4,1,16186202,2543,2258,4,16186202,2012
1995,17,78,730,644,0,1,16186202,2543,2258,4,16186202,1813
1996,17,75,771,677,-16,1,16439147,2514,2195,4,16439147,1743
1996,17,76,494,434,-2,1,16439147,2514,2195,4,16439147,2020
1996,17,77,534,454,-487,1,16439147,2514,2195,4,16439147,1980
1996,17,78,715,630,-15,1,16439147,2514,2195,4,16439147,1799
1997,17,75,769,691,-1,1,16696045,2503,2217,4,16696045,1734
1997,17,76,495,440,1,1,16696045,2503,2217,4,16696045,2008
1997,17,77,524,471,-9,1,16696045,2503,2217,4,16696045,1979
1997,17,78,715,615,0,1,16696045,2503,2217,4,16696045,1788
1998,17,75,786,700,17,1,16956958,2521,2209,4,16956958,1735
1998,17,76,494,438,-1,1,16956958,2521,2209,4,16956958,2027
1998,17,77,522,458,-2,1,16956958,2521,2209,4,16956958,1999
1998,17,78,719,613,3,1,16956958,2521,2209,4,16956958,1802
1980,18,79,1029,893,0,0,20966342,4468,3925,6,20966342,3439
1980,18,80,757,677,0,0,20966342,4468,3925,6,20966342,3711
1980,18,81,499,426,0,0,20966342,4468,3925,6,20966342,3969
1980,18,82,940,832,0,0,20966342,4468,3925,6,20966342,3528
1980,18,83,943,829,0,0,20966342,4468,3925,6,20966342,3525
1980,18,84,300,268,0,0,20966342,4468,3925,6,20966342,4168
1981,18,79,1030,893,1,0,21360703,4457,3933,6,21360703,3427
1981,18,80,756,677,-1,0,21360703,4457,3933,6,21360703,3701
1981,18,81,498,443,-1,0,21360703,4457,3933,6,21360703,3959
1981,18,82,924,822,-16,0,21360703,4457,3933,6,21360703,3533
1981,18,83,951,834,8,0,21360703,4457,3933,6,21360703,3506
1981,18,84,298,264,-2,0,21360703,4457,3933,6,21360703,4159
1982,18,79,1034,929,4,0,21762482,4509,4013,6,21762482,3475
1982,18,80,752,662,-4,0,21762482,4509,4013,6,21762482,3757
1982,18,81,493,435,-5,0,21762482,4509,4013,6,21762482,4016
1982,18,82,988,881,65,0,21762482,4509,4013,6,21762482,3521
1982,18,83,948,852,-3,0,21762482,4509,4013,6,21762482,3561
1982,18,84,294,254,-3,0,21762482,4509,4013,6,21762482,4215
1983,18,79,1042,937,8,0,22171819,4533,3977,6,22171819,3491
1983,18,80,761,655,9,0,22171819,4533,3977,6,22171819,3772
1983,18,81,502,442,10,0,22171819,4533,3977,6,22171819,4031
1983,18,82,974,836,-15,0,22171819,4533,3977,6,22171819,3559
1983,18,83,954,839,6,0,22171819,4533,3977,6,22171819,3579
1983,18,84,300,268,5,0,22171819,4533,3977,6,22171819,4233
1984,18,79,1033,908,-8,0,22588855,4550,3979,6,22588855,3517
1984,18,80,757,665,-4,0,22588855,4550,3979,6,22588855,3793
1984,18,81,494,441,-8,0,22588855,4550,3979,6,22588855,4056
1984,18,82,999,853,26,0,22588855,4550,3979,6,22588855,3551
1984,18,83,965,848,11,0,22588855,4550,3979,6,22588855,3585
1984,18,84,302,264,3,0,22588855,4550,3979,6,22588855,4248
1985,18,79,1029,888,-5,0,23013734,4521,3972,6,23013734,3492
1985,18,80,755,679,-2,0,23013734,4521,3972,6,23013734,3766
1985,18,81,481,431,-13,0,23013734,4521,3972,6,23013734,4040
1985,18,82,997,857,-2,0,23013734,4521,3972,6,23013734,3524
1985,18,83,956,845,-9,0,23013734,4521,3972,6,23013734,3565
1985,18,84,303,272,0,0,23013734,4521,3972,6,23013734,4218
1986,18,79,1034,918,5,0,23446606,4475,3949,6,23446606,3441
1986,18,80,743,637,-12,0,23446606,4475,3949,6,23446606,3732
1986,18,81,468,421,-13,0,23446606,4475,3949,6,23446606,4007
1986,18,82,973,854,-25,0,23446606,4475,3949,6,23446606,3502
1986,18,83,952,856,-4,0,23446606,4475,3949,6,23446606,3523
1986,18,84,305,263,3,0,23446606,4475,3949,6,23446606,4170
1987,18,79,1045,933,12,0,23887619,4501,3970,6,23887619,3456
1987,18,80,745,667,2,0,23887619,4501,3970,6,23887619,3756
1987,18,81,488,415,19,0,23887619,4501,3970,6,23887619,4013
1987,18,82,967,831,-5,0,23887619,4501,3970,6,23887619,3534
1987,18,83,951,856,0,0,23887619,4501,3970,6,23887619,3550
1987,18,84,305,268,0,0,23887619,4501,3970,6,23887619,4196
1988,18,79,1036,932,-10,0,24336928,4497,3948,6,24336928,3461
1988,18,80,742,641,-3,0,24336928,4497,3948,6,24336928,3755
1988,18,81,485,425,-2,0,24336928,4497,3948,6,24336928,4012
1988,18,82,958,834,-10,0,24336928,4497,3948,6,24336928,3539
1988,18,83,972,853,20,0,24336928,4497,3948,6,24336928,3525
1988,18,84,304,263,-1,0,24336928,4497,3948,6,24336928,4193
1989,18,79,1037,883,1,0,24794688,4531,3942,6,24794688,3494
1989,18,80,758,674,16,0,24794688,4531,3942,6,24794688,3773
1989,18,81,482,414,-3,0,24794688,4531,3942,6,24794688,4049
1989,18,82,965,845,8,0,24794688,4531,3942,6,24794688,3566
1989,18,83,982,852,10,0,24794688,4531,3942,6,24794688,3549
1989,18,84,307,274,3,0,24794688,4531,3942,6,24794688,4224
1990,18,79,1052,902,16,1,25261058,4542,3947,6,25261058,3490
1990,18,80,750,657,-8,1,25261058,4542,3947,6,25261058,3792
1990,18,81,491,422,9,1,25261058,4542,3947,6,25261058,4051
1990,18,82,959,856,-7,1,25261058,4542,3947,6,25261058,3583
1990,18,83,985,840,3,1,25261058,4542,3947,6,25261058,3557
1990,18,84,305,270,-2,1,25261058,4542,3947,6,25261058,4237
1991,18,79,1053,938,1,1,25736200,4535,3988,6,25736200,3482
1991,18,80,738,631,-75,1,25736200,4535,3988,6,25736200,3797
1991,18,81,494,438,3,1,25736200,4535,3988,6,25736200,4041
1991,18,82,965,832,7,1,25736200,4535,3988,6,25736200,3570
1991,18,83,981,876,-4,1,25736200,4535,3988,6,25736200,3554
1991,18,84,304,273,-1,1,25736200,4535,3988,6,25736200,4231
1992,18,79,1040,888,-14,1,26220279,4500,3918,6,26220279,3460
1992,18,80,740,631,2,1,26220279,4500,3918,6,26220279,3760
1992,18,81,524,452,30,1,26220279,4500,3918,6,26220279,3976
1992,18,82,959,851,-6,1,26220279,4500,3918,6,26220279,3541
1992,18,83,931,829,-50,1,26220279,4500,3918,6,26220279,3569
1992,18,84,306,267,1,1,26220279,4500,3918,6,26220279,4194
1993,18,79,1024,876,-16,1,26713463,4479,3893,6,26713463,3455
1993,18,80,745,650,4,1,26713463,4479,3893,6,26713463,3734
1993,18,81,518,456,-6,1,26713463,4479,3893,6,26713463,3961
1993,18,82,955,830,-4,1,26713463,4479,3893,6,26713463,3524
1993,18,83,930,810,-1,1,26713463,4479,3893,6,26713463,3549
1993,18,84,307,271,2,1,26713463,4479,3893,6,26713463,4172
1994,18,79,1027,904,3,1,27215924,4436,3917,6,27215924,3409
1994,18,80,748,652,4,1,27215924,4436,3917,6,27215924,3688
1994,18,81,458,397,-60,1,27215924,4436,3917,6,27215924,3978
1994,18,82,963,857,8,1,27215924,4436,3917,6,27215924,3473
1994,18,83,934,836,5,1,27215924,4436,3917,6,27215924,3502
1994,18,84,306,271,-1,1,27215924,4436,3917,6,27215924,4130
1995,18,79,1024,897,-3,1,27727836,4521,3941,6,27727836,3497
1995,18,80,753,662,5,1,27727836,4521,3941,6,27727836,3768
1995,18,81,537,467,79,1,27727836,4521,3941,6,27727836,3984
1995,18,82,958,840,-5,1,27727836,4521,3941,6,27727836,3563
1995,18,83,944,809,9,1,27727836,4521,3941,6,27727836,3577
1995,18,84,305,266,-2,1,27727836,4521,3941,6,27727836,4216
1996,18,79,1039,934,16,1,28249376,4509,3988,6,28249376,3470
1996,18,80,754,667,0,1,28249376,4509,3988,6,28249376,3755
